timestamp,temperature,humidity,vibration_level,material_usage,machinery_status,worker_count,energy_consumption,task_progress,cost_deviation,time_deviation,safety_incidents,equipment_utilization_rate,material_shortage_alert,risk_score,simulation_deviation,update_frequency,optimization_suggestion,performance_score
2023-01-01 00:00:00,24.36350297118406,70.83419466178519,29.03895217088505,162.29050961270113,0,10,394.6178522724661,0.025049991014349585,2707.7113459170787,-4.645562711962579,2,84.48166075954327,0,23.181975450565318,0.7680372847354655,10,Optimize Material Usage,Excellent
2023-01-01 00:01:00,38.767857660247905,49.67102262316223,26.34858247819492,627.1270736432625,1,16,334.08691669830097,0.06219933987967128,1866.8815434275666,-0.6730130357853987,0,85.1157007245671,0,64.24293088633213,6.9587212677320895,15,Optimize Material Usage,Excellent
2023-01-01 00:02:00,33.29984854528513,31.72793663793115,17.55184748016674,818.9818664842255,0,17,70.0302537074198,0.14181991747140993,-2913.4830819064096,-5.667880288454262,0,82.00610889344216,0,97.19945158466793,8.980784728001058,5,Reallocate Workers,Excellent
2023-01-01 00:03:00,29.966462104925917,64.19850719660556,24.660632894805513,788.0257853110791,1,19,275.6109276468158,0.16959073892896062,-2778.9247355208204,-8.373158053500118,0,93.41010794734973,1,58.23880889888316,3.2956818539104216,5,Reallocate Workers,Excellent
2023-01-01 00:04:00,18.900466011060914,45.12068814099774,18.254831772460516,853.6565874688004,0,32,377.2207792391269,0.18573568310944077,-2332.484348724041,-3.4559960257633104,0,52.69427870900316,0,19.748945249068406,0.22381925198493358,15,Optimize Material Usage,Excellent
2023-01-01 00:05:00,18.899863008405067,55.67764900714983,32.89656677390762,981.5122799174445,0,30,264.7141243222377,0.21513737178604414,-2623.8351499037303,9.123023960545655,0,74.05887257674416,0,29.94243460694698,7.182473399547571,10,Adjust Schedule,Excellent
2023-01-01 00:06:00,16.452090304204987,26.43591741043633,41.75148253302056,996.2370946463257,1,9,323.03322312272655,0.2496671728212935,-4824.345236568362,-3.059610038705154,0,75.84484704858846,0,70.29188872813552,4.997615583448534,5,Adjust Schedule,Excellent
2023-01-01 00:07:00,36.654403644373375,57.89503937095954,39.34472184209928,469.4210664376181,1,24,443.4513961063295,0.3272009488221595,62.09787424041406,-5.256212971765024,0,68.71410198641632,1,75.29589254400065,1.4333820811589948,15,Adjust Schedule,Excellent
2023-01-01 00:08:00,30.02787529358022,42.41302933670746,17.03462116859965,551.8855504348377,1,48,153.68744933886214,0.3679134048150591,4067.754146576848,-6.038471931923233,0,87.13828909745116,0,53.55556252459842,2.513261897587954,5,Optimize Material Usage,Excellent
2023-01-01 00:09:00,32.70181444490114,40.05138498310967,25.470974692452593,548.3648001568763,0,49,381.5964767219093,0.44918724075887,217.85204484314454,-4.790250888492453,0,94.43639664180884,0,84.25671650070163,9.71545511023409,5,Adjust Schedule,Excellent
2023-01-01 00:10:00,15.51461235739506,78.79493472666807,0.5328149675545069,677.8475934657216,0,17,325.271681274791,0.5282140998214481,479.47698604061134,-5.159733620030806,0,70.84269411651333,0,94.68450540331548,5.6068789016875975,15,Optimize Material Usage,Excellent
2023-01-01 00:11:00,39.247746304049855,45.945838565614835,43.51390696121775,321.1215630737363,0,14,481.68423627261154,0.5997350843257203,552.8273951050642,-6.390953136124276,0,50.81409790290108,0,22.453869989385932,1.877113413932704,15,Optimize Material Usage,Excellent
2023-01-01 00:12:00,35.81106602001054,60.682302686944055,12.269791292597109,795.3241122320967,0,24,490.24196900734,0.6821825508844103,1451.697324952227,-0.4393744525781358,0,54.12815740898779,0,69.03160134299667,7.683666725747448,10,Adjust Schedule,Excellent
2023-01-01 00:13:00,20.308477766956905,57.663652134430464,22.054574707140063,214.01339297349858,1,7,126.50147002903292,0.7240067850830243,-1306.9455682929174,3.4285292349745617,1,95.40407079577773,0,35.04103109921339,8.760320281016627,10,Adjust Schedule,Excellent
2023-01-01 00:14:00,19.545624180177516,26.258213053109458,7.62752225094741,956.0788813482544,0,47,276.36460762439856,0.7559831439611067,924.2837802706608,-2.095082630617684,0,78.05385701386739,0,69.49805013226357,6.285009178451318,10,Adjust Schedule,Excellent
2023-01-01 00:15:00,19.585112746335845,64.87565222385896,33.905428621140764,212.26579068673075,1,26,357.7881337250213,0.8315800067106436,-2172.424117217544,-6.353981626792691,0,87.73980029612369,0,94.38647473534955,4.491274094741185,15,Optimize Material Usage,Excellent
2023-01-01 00:16:00,22.60605607398844,39.38955220601459,27.2648828345204,768.3986663315876,1,49,297.5731793384888,0.8427847291416641,620.6676911102004,2.0179109686168815,0,98.93772059953281,1,63.14478241065653,8.467329248914234,5,Reallocate Workers,Excellent
2023-01-01 00:17:00,28.11891079080595,67.9363729518041,18.239487799368376,457.45051038014924,1,10,355.8150600325746,0.9191113456566158,-857.7169395588471,-7.23903032447454,1,51.15080001523001,0,12.714463452002745,1.5756975936197826,10,Reallocate Workers,Excellent
